Entity	Type	Type_id
su...	GPE	384
russia	GPE	384
postwwii	GPE	384
attac	PERSON	380
attac	PERSON	380
russia	GPE	384
referendum years	EVENT	387
th reich	PERSON	380
ukraine	GPE	384
zelensky protege de fac	ORG	383
european	NORP	381
mueller	PERSON	380
al nusra	ORG	383
al nusra	ORG	383
al nusra	ORG	383
europe	LOC	385
syria	GPE	384
spanish	NORP	381
yekaterinburg ru	PERSON	380
douma chemical	PERSON	380
petro poroshenko verkhovna rada deliberat	ORG	383
russia	GPE	384
eu	ORG	383
eu	ORG	383
russian	NORP	381
ukrainian	NORP	381
ukrainian	NORP	381
lithuania	GPE	384
european	NORP	381
russia	GPE	384
georgia	GPE	384
saudi arabia	GPE	384
saudi arabia	GPE	384
saudi arabia	GPE	384
nato	ORG	383
alliance nato	ORG	383
russia	GPE	384
eu	ORG	383
notre	GPE	384
notre	GPE	384
russian	NORP	381
antirussian	NORP	381
eu	ORG	383
russia	GPE	384
europe	LOC	385
europe	LOC	385
ukraine	GPE	384
ukraine	GPE	384
eu	ORG	383
losing hungar	PERSON	380
eu	ORG	383
losing hungar	PERSON	380
eu	ORG	383
losing hungar	PERSON	380
ukraine	GPE	384
european	NORP	381
eu european p	ORG	383
eu	ORG	383
russian	NORP	381
russian	NORP	381
russian	NORP	381
russia	GPE	384
ukraine	GPE	384
ukraine	GPE	384
uk	GPE	384
western europe	LOC	385
germany	GPE	384
george soros controls	PERSON	380
ukrainian	NORP	381
u...	GPE	384
nato	ORG	383
russia	GPE	384
christian	NORP	381
western	NORP	381
soviet	NORP	381
nazi	NORP	381
russian	NORP	381
venezuela	GPE	384
uk	GPE	384
uk	GPE	384
relaunch	NORP	381
polish	NORP	381
lithuanian	NORP	381
uk	GPE	384
ukrainian	NORP	381
russian	NORP	381
world nato inch	EVENT	387
eu	ORG	383
russian	NORP	381
joseph stalin	PERSON	380
belarusian	NORP	381
joseph stalin	PERSON	380
belarusian	NORP	381
european	NORP	381
kalinowski	LOC	385
nato	ORG	383
russia	GPE	384
ukrainian	NORP	381
zugdidi	PERSON	380
eu	ORG	383
srpska	GPE	384
european union	ORG	383
washington	GPE	384
ukraine	GPE	384
russian	NORP	381
ukraine	GPE	384
united europe	LOC	385
antirussian	NORP	381
belarus antirussian	NORP	381
belarus antirussian	NORP	381
nato	ORG	383
yugoslavia	GPE	384
poland	GPE	384
adolf hitler	PERSON	380
poland	GPE	384
adolf hitler	PERSON	380
eu	ORG	383
syria	GPE	384
russian	NORP	381
nato	ORG	383
georgia nato fund	ORG	383
poland	GPE	384
european	NORP	381
european	NORP	381
eastern partnership	ORG	383
russia	GPE	384
eu	ORG	383
europe	LOC	385
li	PERSON	380
russia	GPE	384
ukraine	GPE	384
ukraine	GPE	384
eu	ORG	383
ukraine y	PERSON	380
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
france year	EVENT	387
th reich	PERSON	380
russia party	ORG	383
ukraine	GPE	384
detat erdogan	PERSON	380
british	NORP	381
europe	LOC	385
islamic	NORP	381
russian	NORP	381
referendu	NORP	381
russian	NORP	381
west struggle eastern	LOC	385
west struggle eastern	LOC	385
west struggle eastern	LOC	385
russian	NORP	381
nato	ORG	383
belarus religiou	PERSON	380
totalitarian sectarians	ORG	383
west aim	GPE	384
lithuania	GPE	384
kyiv	ORG	383
russia	GPE	384
kyiv	ORG	383
russia	GPE	384
ukraines new language law violates count	LAW	390
ukraines new language law violates count	LAW	390
russian	NORP	381
american	NORP	381
ukraine	GPE	384
ukraine	GPE	384
russia	GPE	384
georgian	NORP	381
american	NORP	381
baltic	NORP	381
antibelarusian	NORP	381
georgia	GPE	384
express opini	PERSON	380
ukraine	GPE	384
russia	GPE	384
kremlin mh	PERSON	380
dutch	NORP	381
kremlin mh	PERSON	380
dutch	NORP	381
kremlin mh	PERSON	380
dutch	NORP	381
kremlin mh	PERSON	380
dutch	NORP	381
kremlin mh	PERSON	380
dutch	NORP	381
kremlin mh	PERSON	380
dutch	NORP	381
ukrainian	NORP	381
russian	NORP	381
kurt volker	PERSON	380
poroshenko	PERSON	380
petro poroshenko	PERSON	380
europe	LOC	385
macron	ORG	383
ukraine	GPE	384
ukraine	GPE	384
european union	ORG	383
donbas	PERSON	380
donbas	PERSON	380
ukrainian	NORP	381
ukrainian	NORP	381
estonia	GPE	384
nato	ORG	383
sweden	ORG	383
christmas tv	PRODUCT	386
ukraine	GPE	384
donbas	PERSON	380
brussels	GPE	384
ukrainian	GPE	384
russia	GPE	384
ukraine	GPE	384
nato eu	PERSON	380
past years	DATE	391
ukraine	GPE	384
ukraine	GPE	384
ukrainian	NORP	381
ukrainian	NORP	381
ukraine	GPE	384
notre	GPE	384
notre dame	FAC	9191306739292312949
notre dame	FAC	9191306739292312949
second	ORDINAL	396
zelenskiy	ORG	383
governance terrorism	PERSON	380
eu parliament	ORG	383
notre dame satanic ritual	FAC	9191306739292312949
zelenskiy poroshenko	PERSON	380
zelenskiy poroshenko	PERSON	380
ukrainian	NORP	381
european union	ORG	383
sweden	GPE	384
resort island	LOC	385
russia	GPE	384
turkey	GPE	384
s missiles	GPE	384
georgia	GPE	384
javelin missiles ukraine	PERSON	380
latvia	GPE	384
europe	LOC	385
europe	LOC	385
europe	LOC	385
europe	LOC	385
europe	LOC	385
nato	ORG	383
nato	ORG	383
nato	ORG	383
nato	ORG	383
million	CARDINAL	397
ukrainian	NORP	381
notre	GPE	384
notre dame de paris aliens	FAC	9191306739292312949
notre dame de paris aliens	ORG	383
eu	ORG	383
western ukrainian	NORP	381
eu	ORG	383
western ukrainian	NORP	381
eu	ORG	383
western ukrainian	NORP	381
eu	ORG	383
notre dame	ORG	383
islamic	NORP	381
nato	ORG	383
notre dame fire intelligence services	ORG	383
russian	NORP	381
russian	NORP	381
$ billion	MONEY	394
russian	NORP	381
$ billion	MONEY	394
sweden armed forces	ORG	383
shee	PERSON	380
february	DATE	391
ukraine	GPE	384
eu	ORG	383
sweden	GPE	384
west	LOC	385
azerbaijan	GPE	384
russia	GPE	384
french	NORP	381
russia	GPE	384
russia	GPE	384
ukrainian	NORP	381
un	ORG	383
michelle bachelet	PERSON	380
ukrainian	NORP	381
manip	PERSON	380
notre dame	FAC	9191306739292312949
notre	GPE	384
ukraine	GPE	384
zelenskiy	ORG	383
israel	GPE	384
ukraine anatoli	PERSON	380
ukraine anatoli	PERSON	380
ukraine anatoli	PERSON	380
ukraine anatoli	PERSON	380
ukraine anatoli	PERSON	380
ukraine anatoli	PERSON	380
ukraine anatoli	PERSON	380
ukraine anatoli	PERSON	380
germany	GPE	384
ukrainian	NORP	381
ukrainian	NORP	381
nato	ORG	383
eu	ORG	383
ukrainian	NORP	381
ukrainian	NORP	381
russia	GPE	384
ukraine	GPE	384
notre dame de paris	FAC	9191306739292312949
notre dame	FAC	9191306739292312949
russia	GPE	384
france	GPE	384
notre	GPE	384
notre	GPE	384
suggest mosque	PERSON	380
notre da...	PRODUCT	386
notre dame	FAC	9191306739292312949
notre dame de pari	FAC	9191306739292312949
de paris	ORG	383
uk	GPE	384
chemical labs	ORG	383
notre dame de paris	FAC	9191306739292312949
notre dame de paris	FAC	9191306739292312949
notre dame de paris	FAC	9191306739292312949
ukrainian	NORP	381
european	NORP	381
europe	LOC	385
russia	GPE	384
french	NORP	381
french	NORP	381
guardian	ORG	383
uk	GPE	384
united states	ORG	383
ukrainian	NORP	381
notre	GPE	384
paris	GPE	384
momentum united states	GPE	384
london	GPE	384
ecuador	GPE	384
ecuador	GPE	384
russian	NORP	381
nato	ORG	383
russia	GPE	384
nato	ORG	383
black sea	LOC	385
nato	ORG	383
russia	GPE	384
french	NORP	381
zelenskiy impresses mac	PERSON	380
estonia	GPE	384
estonian	NORP	381
eu	ORG	383
eu	ORG	383
poroshenko zelenskyi	PERSON	380
poroshenko	PERSON	380
second	ORDINAL	396
poland	GPE	384
russia museum	ORG	383
ukrainian	NORP	381
watergate	EVENT	387
eu	ORG	383
american	NORP	381
baltic sea	LOC	385
geneva	GPE	384
georgian	NORP	381
ukraine	GPE	384
western camp	LOC	385
venice commission	ORG	383
georgia benefit free trade	ORG	383
eu	ORG	383
kurt volker	PERSON	380
poland lose economic power	ORG	383
italy	GPE	384
italian	NORP	381
nato	ORG	383
yugoslavia	GPE	384
half	CARDINAL	397
ukrainian	NORP	381
belarusians russian	NORP	381
belarusian nat	PERSON	380
belarusians russian	NORP	381
belarusian nat	PERSON	380
eu	ORG	383
soviet	NORP	381
france	GPE	384
uk usa	ORG	383
syria	GPE	384
russia	GPE	384
russia	GPE	384
poland	GPE	384
ukrainian	NORP	381
poland	GPE	384
ukrainian	NORP	381
poland	GPE	384
ukrainian	NORP	381
russia	GPE	384
nato	ORG	383
ukraine	GPE	384
georgia	GPE	384
nato	ORG	383
ukraine	GPE	384
georgia	GPE	384
nato	ORG	383
nato	ORG	383
years	DATE	391
nato	ORG	383
russian	NORP	381
ukrainian	NORP	381
russia	GPE	384
belarusians	NORP	381
russia	GPE	384
nato	ORG	383
polish	NORP	381
autocepha	PERSON	380
gorbachev nato	PERSON	380
canada	GPE	384
eu	ORG	383
ukraine	GPE	384
countr	GPE	384
georgia military	ORG	383
yugoslavia nato	ORG	383
polish	NORP	381
antirussian	NORP	381
russia	GPE	384
ukrainian	GPE	384
russia	GPE	384
ukraine external	ORG	383
eu ukrainian	ORG	383
poroshenko zelensky	PERSON	380
vlad filat	PERSON	380
deten	PERSON	380
vlad filat	PERSON	380
deten	PERSON	380
vlad filat	PERSON	380
deten	PERSON	380
vlad filat	PERSON	380
deten	PERSON	380
poland hungary	ORG	383
nato	ORG	383
russia	GPE	384
russians	NORP	381
jews	NORP	381
western	NORP	381
nato	ORG	383
nato	ORG	383
lo	PERSON	380
[stoltenberg	PERSON	380
georgia	GPE	384
nato	ORG	383
georgia anaklia	ORG	383
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
georgia	GPE	384
nato	ORG	383
russia	GPE	384
american	NORP	381
nato	ORG	383
usa nato	ORG	383
nato	ORG	383
usa nato	ORG	383
nato	ORG	383
today	DATE	391
nato	ORG	383
nato	ORG	383
today	DATE	391
nato	ORG	383
ukraine	GPE	384
malaysian	NORP	381
boeing mh cat	PERSON	380
ukraine	GPE	384
nato	ORG	383
millions	CARDINAL	397
vot	ORG	383
zelensky	PERSON	380
osce	PERSON	380
osce	PERSON	380
osce	PERSON	380
russia	GPE	384
inf nato	ORG	383
ukrainian army	ORG	383
lithuanian	NORP	381
soviet	NORP	381
ukraine	GPE	384
neonazis	NORP	381
second	ORDINAL	396
ukrainian	NORP	381
american	NORP	381
ukraine	GPE	384
western	NORP	381
russian	NORP	381
mh cr...	PERSON	380
america	GPE	384
ukrainians	NORP	381
ukrainians	NORP	381
ukrainians	NORP	381
mh	PERSON	380
ukraine	GPE	384
cl	GPE	384
transcarpathia	PERSON	380
ukrainian	NORP	381
russia nato	ORG	383
baltic sea	LOC	385
ukrainian	NORP	381
western	NORP	381
france belgium stage	ORG	383
france belgium stage	ORG	383
france belgium stage	ORG	383
france belgium stage	ORG	383
united states	GPE	384
eu	ORG	383
russia	GPE	384
un	ORG	383
belarusian	NORP	381
jews	NORP	381
american	NORP	381
zionist	NORP	381
russia	GPE	384
ukrainian	NORP	381
brazil	GPE	384
nato	ORG	383
nato	ORG	383
russia nato	ORG	383
hong kong	GPE	384
nato	ORG	383
yugoslavia	GPE	384
european	NORP	381
donbas	GPE	384
donbas	GPE	384
donbas	GPE	384
donbas	GPE	384
donbas	GPE	384
donbas	GPE	384
donbas	GPE	384
donbas	GPE	384
syrian	NORP	381
russia	GPE	384
ukrainian	NORP	381
ukrainians	NORP	381
meddles ukrainian	ORG	383
united states	GPE	384
ukrainian	NORP	381
georgia	GPE	384
west aims	LOC	385
ties russ	PERSON	380
west aims	LOC	385
ties russ	PERSON	380
ukraine	GPE	384
ukrainian	NORP	381
ukraine	GPE	384
petro poroshenko	PERSON	380
litvinenko	PERSON	380
venezuela	GPE	384
monday	DATE	391
european	NORP	381
russian	NORP	381
ukraine	GPE	384
eu	ORG	383
russia	GPE	384
eu	ORG	383
russia	GPE	384
eu	ORG	383
russia european uni	ORG	383
ukraine	GPE	384
mh ukrainian	PERSON	380
robert mueller	PERSON	380
russia	GPE	384
robert mueller	PERSON	380
russia	GPE	384
robert mueller	PERSON	380
russia	GPE	384
west threate	LOC	385
nato north atlantic terror organisation	ORG	383
poroshenko	PERSON	380
russia	GPE	384
ukraine	GPE	384
ukrainian	NORP	381
nato	ORG	383
yugoslavia	GPE	384
nato	ORG	383
yugoslavia	GPE	384
ukraine	GPE	384
ukrainian	GPE	384
nato	ORG	383
ukrainian	NORP	381
ukraine	GPE	384
sbu	ORG	383
noose competito	PERSON	380
west environmental	LOC	385
noose competito	PERSON	380
ukrainian	NORP	381
ukrainian	NORP	381
nato	ORG	383
yugoslavia	GPE	384
uk	GPE	384
ukrainian	NORP	381
ukrainian secret services defector	ORG	383
ukrainian secret services defector	ORG	383
ukrainian secret services defector	ORG	383
ukrainian secret services defector	ORG	383
nato	ORG	383
russia nato	ORG	383
ukraine	GPE	384
ukraine	GPE	384
eu	ORG	383
january	DATE	391
eu	ORG	383
russia	GPE	384
lithuania	GPE	384
s	ORG	383
poland ukraine	ORG	383
venezuela	GPE	384
poroshenko	PERSON	380
osce pretext	PERSON	380
poroshenko	PERSON	380
osce pretext	PERSON	380
poroshenko	PERSON	380
osce pretext	PERSON	380
poroshenko	PERSON	380
osce pretext	PERSON	380
europe	LOC	385
ukraine	GPE	384
germany	GPE	384
europe	LOC	385
ukraine	GPE	384
germany	GPE	384
europe	LOC	385
ukraine	GPE	384
germany	GPE	384
europe	LOC	385
ukraine	GPE	384
germany	GPE	384
europe	LOC	385
ukraine	GPE	384
germany	GPE	384
europe	LOC	385
ukraine	GPE	384
germany	GPE	384
europe	LOC	385
ukraine	GPE	384
germany	GPE	384
europe	LOC	385
ukraine	GPE	384
germany	GPE	384
europe	LOC	385
ukraine	GPE	384
germany	GPE	384
west	LOC	385
ukraine	GPE	384
russia	GPE	384
russia	GPE	384
ukraine	GPE	384
ukraine	GPE	384
venezuela	GPE	384
mainstre	PERSON	380
russian	NORP	381
russian	NORP	381
eu	ORG	383
eu	ORG	383
moscow	GPE	384
ukraine	GPE	384
west new zealand	LOC	385
washington	GPE	384
prev	PERSON	380
uk	GPE	384
ukraine	GPE	384
new zealand	GPE	384
europe	LOC	385
islamists europe	LOC	385
new zealand	GPE	384
atlantic council	ORG	383
nato	ORG	383
syria	GPE	384
germany	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
[netherlands mh hysteria	PERSON	380
eu	ORG	383
russianlanguage tv	ORG	383
russia	GPE	384
revi	PERSON	380
eu	ORG	383
russian	NORP	381
syria	GPE	384
france	GPE	384
crimeans	NORP	381
russia	GPE	384
kosovo	GPE	384
george soros global	PERSON	380
ukrainian	NORP	381
georgia	GPE	384
russian	NORP	381
european	NORP	381
nationalist	NORP	381
washington	GPE	384
ukraine	GPE	384
venezuelan	NORP	381
western	NORP	381
russia	GPE	384
democrat	NORP	381
russia	GPE	384
west incites	GPE	384
antirussian	NORP	381
russia	GPE	384
uni	ORG	383
french	NORP	381
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
eu	ORG	383
united states	GPE	384
malaysia	GPE	384
united states	GPE	384
malaysia	GPE	384
united states	GPE	384
malaysia	GPE	384
united states	GPE	384
malaysia	GPE	384
united states	GPE	384
malaysia	GPE	384
douma chemi	PERSON	380
douma chemi	PERSON	380
ukraine external control doubts ukraine	ORG	383
ukraine	GPE	384
ukraine	GPE	384
kyiv	ORG	383
donbas	GPE	384
camps pu	PERSON	380
new language law ukraine	LAW	390
new language law ukraine	LAW	390
russian	NORP	381
senate	ORG	383
moscow	GPE	384
february	DATE	391
russia	GPE	384
eu	ORG	383
russia	GPE	384
eu	ORG	383
finland	GPE	384
war soviet union	GPE	384
swedish	NORP	381
russia	GPE	384
swedish	NORP	381
russia	GPE	384
europe	LOC	385
ukraine	GPE	384
poroshenko flee	PERSON	380
ukraine	GPE	384
europe	LOC	385
russian	NORP	381
yulia	PERSON	380
uk yu	PERSON	380
eu	ORG	383
estonian	NORP	381
russia	GPE	384
estonian	NORP	381
russia	GPE	384
eu	ORG	383
irish	NORP	381
brexit nego	PERSON	380
russian	NORP	381
euro	LAW	390
syria	GPE	384
european	NORP	381
eu	ORG	383
reich	PERSON	380
eu fou	ORG	383
eu	ORG	383
reich	PERSON	380
eu fou	ORG	383
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
sweden	GPE	384
russian	NORP	381
sweden	GPE	384
russian	NORP	381
sweden	GPE	384
russian	NORP	381
sweden	GPE	384
russian	NORP	381
russian	NORP	381
russia	GPE	384
venezuela	GPE	384
venezuela	GPE	384
salisbury	ORG	383
uk	GPE	384
ukraine	GPE	384
russian	LANGUAGE	389
russian	NORP	381
russia	GPE	384
nato	ORG	383
ukraine	GPE	384
russia	GPE	384
salisbury poisoning un	PERSON	380
sweden	GPE	384
nato	ORG	383
ser	ORG	383
nato	ORG	383
ser	ORG	383
nato	ORG	383
ser	ORG	383
nato	ORG	383
ser	ORG	383
nato	ORG	383
ser	ORG	383
nato	ORG	383
ser	ORG	383
nato	ORG	383
ser	ORG	383
nato	ORG	383
ser	ORG	383
nato	ORG	383
ser	ORG	383
nato	ORG	383
ser	ORG	383
nato	ORG	383
ser	ORG	383
nato	ORG	383
ser	ORG	383
russia	GPE	384
eu	ORG	383
ukraine usa eu	PERSON	380
venezuela	GPE	384
germany	GPE	384
nazism	NORP	381
ukraine	GPE	384
germany	GPE	384
estonian	NORP	381
years	DATE	391
serbian	NORP	381
years	DATE	391
serbian	NORP	381
years	DATE	391
serbian	NORP	381
years	DATE	391
serbian	NORP	381
years	DATE	391
serbian	NORP	381
years	DATE	391
serbian	NORP	381
years	DATE	391
serbian	NORP	381
years	DATE	391
serbian	NORP	381
russian	NORP	381
trick uk divert	PERSON	380
trick uk divert	PERSON	380
trick uk divert	PERSON	380
trick uk divert	PERSON	380
uk	GPE	384
lithuania poland	GPE	384
hybri	GPE	384
ukraine	GPE	384
american	NORP	381
poland	GPE	384
ukraine	GPE	384
american	NORP	381
poland	GPE	384
ukraine	GPE	384
american	NORP	381
poland	GPE	384
ukraine	GPE	384
russia	GPE	384
west	LOC	385
west	LOC	385
west	LOC	385
russia	GPE	384
polish	NORP	381
alphabet mins	PERSON	380
ukrainian	NORP	381
ukraine	GPE	384
yulia	NORP	381
nato	ORG	383
moldova borders	ORG	383
nato	ORG	383
nato	ORG	383
moldova borders	ORG	383
nato	ORG	383
nato	ORG	383
moldova borders	ORG	383
nato	ORG	383
nato	ORG	383
moldova borders	ORG	383
nato	ORG	383
ukrainian	NORP	381
brussels	GPE	384
russia america europe	LOC	385
ukrainian	NORP	381
russia europe	GPE	384
ukraine	GPE	384
echr	ORG	383
russia	GPE	384
echr	ORG	383
russia	GPE	384
european	NORP	381
ukrainian	NORP	381
syria	GPE	384
ukraine	GPE	384
italians	NORP	381
eu italy poore	ORG	383
russia	GPE	384
latvian	NORP	381
nato	ORG	383
nato	ORG	383
ukraine	GPE	384
bulgarian	NORP	381
venezuela	GPE	384
syria	GPE	384
passa	PERSON	380
albaghdadi	PERSON	380
iraqi	NORP	381
ukraine	GPE	384
un	ORG	383
russian	NORP	381
russ	PERSON	380
venezuela	GPE	384
poli	NORP	381
ukrainian	NORP	381
nationa	PERSON	380
english	LANGUAGE	389
london depopulati	PERSON	380
cnn	ORG	383
cnn	ORG	383
kremlin	ORG	383
moldovan parliament	ORG	383
ready transnistria eu	PERSON	380
muslim	NORP	381
europe	LOC	385
totalitarian	NORP	381
reuters	ORG	383
reuters	ORG	383
uk	GPE	384
russia	GPE	384
london	GPE	384
john mccain	PERSON	380
yulia	PERSON	380
yulia skrip	PERSON	380
[yulia skripal	PERSON	380
yulia skrip	PERSON	380
[yulia skripal	PERSON	380
yulia skrip	PERSON	380
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
europe	LOC	385
ukraine	GPE	384
hatr	PERSON	380
syria	GPE	384
crimeans	NORP	381
russia	GPE	384
crimeans	NORP	381
russia	GPE	384
baltic	NORP	381
baltic	NORP	381
nato	ORG	383
latvia	ORG	383
west getting rid	GPE	384
bulgarian	NORP	381
russian	LANGUAGE	389
london	GPE	384
yulia	PERSON	380
british	NORP	381
yulia	PERSON	380
british	NORP	381
yulia	PERSON	380
venezuelan	NORP	381
russia	GPE	384
inf treaty	PERSON	380
war ukraine afghanistan	ORG	383
russian	NORP	381
russian	NORP	381
ukraine	GPE	384
kosovo balkans	GPE	384
u...	GPE	384
moldova	ORG	383
ukraine	GPE	384
moldova	ORG	383
ukraine	GPE	384
moldova	ORG	383
ukraine	GPE	384
maidan	GPE	384
poland	GPE	384
russia	GPE	384
ukraine	GPE	384
eu nato follo	ORG	383
european council	ORG	383
european council	ORG	383
russian	NORP	381
russian	NORP	381
polish	NORP	381
antirussian	NORP	381
cnn	ORG	383
nato state department cn	ORG	383
europe	LOC	385
mercenar	GPE	384
syrian	NORP	381
ukraine	GPE	384
poles	NORP	381
nationalist	NORP	381
donald tusk	PERSON	380
european	NORP	381
donald tus	PERSON	380
ukraine	GPE	384
antirussian	NORP	381
ukraine	GPE	384
brussels	GPE	384
estonian	NORP	381
russia	GPE	384
ussr	GPE	384
britain	GPE	384
estonian	NORP	381
ukrainians	NORP	381
uk	GPE	384
russians	NORP	381
europeans	NORP	381
russia	GPE	384
europeans	NORP	381
russia	GPE	384
bbc	ORG	383
estonian	NORP	381
west knew	GPE	384
army	ORG	383
baltic	LOC	385
european	NORP	381
syria	GPE	384
syria	GPE	384
west aggressive	GPE	384
russia	GPE	384
russian	NORP	381
nato	ORG	383
moldova nato	ORG	383
nato	ORG	383
moldova nato	ORG	383
nato	ORG	383
moldova nato	ORG	383
interferes moldova	ORG	383
interferes moldova	ORG	383
interferes moldova	ORG	383
interferes moldova	ORG	383
interferes moldova	ORG	383
interferes moldova	ORG	383
interferes moldova	ORG	383
eu	ORG	383
russia	GPE	384
inf treaty	PERSON	380
russia	GPE	384
west terrorist structure west   united ...	WORK_OF_ART	388
russian	NORP	381
russian	NORP	381
russian	NORP	381
syria	GPE	384
osce	PERSON	380
russian	NORP	381
donbas se	PERSON	380
incites russian	NORP	381
participate str	PERSON	380
ukraine	GPE	384
russia	GPE	384
douma hospital	ORG	383
douma hospital	ORG	383
eu	ORG	383
organise moldovan	PERSON	380
hungarian	NORP	381
hungarian	NORP	381
bbc	ORG	383
syria	GPE	384
bbc	ORG	383
syria	GPE	384
bbc	ORG	383
syria	GPE	384
bbc	ORG	383
syria	GPE	384
bbc	ORG	383
syria	GPE	384
bbc	ORG	383
syria	GPE	384
russian	NORP	381
donbas os	PERSON	380
purge donbas	PERSON	380
un	ORG	383
ukraine	GPE	384
donbas y	PERSON	380
ukrainian	NORP	381
ukraine	GPE	384
external forces	ORG	383
ukraine	GPE	384
sweden blowing	PERSON	380
russian	LANGUAGE	389
russian	NORP	381
ukraine	GPE	384
west geopolitical	GPE	384
ru	PRODUCT	386
united states	GPE	384
united states	GPE	384
un	ORG	383
poland	GPE	384
christians	NORP	381
zero	CARDINAL	397
eu	ORG	383
cri	ORG	383
latvia	GPE	384
eu quarrel	PERSON	380
russia	GPE	384
brussels	GPE	384
russian	NORP	381
latin	LANGUAGE	389
moldova	ORG	383
moldova	ORG	383
moldova	ORG	383
moldova	ORG	383
moldova	ORG	383
moldova	ORG	383
eu	ORG	383
uk	GPE	384
uk	GPE	384
caught lying	PERSON	380
russia	GPE	384
ukraine	GPE	384
russian	NORP	381
france	GPE	384
russian	NORP	381
france	GPE	384
czech republic	GPE	384
american	NORP	381
eu	ORG	383
antirussian	NORP	381
eu	ORG	383
antirussian	NORP	381
eu	ORG	383
antirussian	NORP	381
eu	ORG	383
eu	ORG	383
nato	ORG	383
americans	NORP	381
nato	ORG	383
americans	NORP	381
belarusian	NORP	381
west fights	GPE	384
russian	NORP	381
ukraine	GPE	384
west fights	GPE	384
russian	NORP	381
ukraine	GPE	384
romania poland	GPE	384
inf treaty years	LAW	390
inf	PERSON	380
ukraine external	ORG	383
eu	ORG	383
ukraine	GPE	384
sweden	GPE	384
kerch strait incident	LOC	385
czech republic	GPE	384
juan guaido de...	PERSON	380
ukraine	GPE	384
polish	NORP	381
ukrainian	NORP	381
eu n	ORG	383
eu	ORG	383
eu depende	ORG	383
german	NORP	381
ukrainian	NORP	381
west	NORP	381
belarus	GPE	384
ukrainian	NORP	381
russia	GPE	384
russia	GPE	384
ukraine	GPE	384
belarus tv	ORG	383
ukraine	GPE	384
belarus tv	ORG	383
ukraine	GPE	384
ukraine	GPE	384
americans	NORP	381
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
eu	ORG	383
russia	GPE	384
russia	GPE	384
eu	ORG	383
russia	GPE	384
russia	GPE	384
eu	ORG	383
russia	GPE	384
russia	GPE	384
eu	ORG	383
russia	GPE	384
russia	GPE	384
eu	ORG	383
russia	GPE	384
russia	GPE	384
eu	ORG	383
russia	GPE	384
russia	GPE	384
eu	ORG	383
russia	GPE	384
russia	GPE	384
eu	ORG	383
russia	GPE	384
russia	GPE	384
eu	ORG	383
russia	GPE	384
russia	GPE	384
eu	ORG	383
russia	GPE	384
russia	GPE	384
venezuela	GPE	384
eu	ORG	383
west brings	LOC	385
belarus polish cathol	ORG	383
european	NORP	381
venezuela	GPE	384
russian	NORP	381
ukrainian	NORP	381
international tribunal	ORG	383
ukrainian	GPE	384
international tribunal	ORG	383
ukrainian	GPE	384
colombian	NORP	381
germany	GPE	384
britan	GPE	384
thumb united states bank	GPE	384
afghanistan	GPE	384
russia	GPE	384
minsk agre	PERSON	380
grenad	PERSON	380
russian	NORP	381
estonian	NORP	381
russian	NORP	381
eu	ORG	383
romania recognise kosovo exchange	ORG	383
uk	GPE	384
visa	ORG	383
eu	ORG	383
europe	LOC	385
venezuela	GPE	384
polish	NORP	381
bene	PERSON	380
ukrainian	GPE	384
eu	ORG	383
eu	ORG	383
washington	GPE	384
venezuela	GPE	384
uk	GPE	384
ukrainian	NORP	381
uk	GPE	384
ukrainian	NORP	381
uk	GPE	384
ukrainian	NORP	381
ukraine	GPE	384
vkontakte	NORP	381
estonia	GPE	384
west	LOC	385
venezuela	GPE	384
ukraine	GPE	384
poland	GPE	384
ukraine	GPE	384
moscow	GPE	384
russia	GPE	384
ukraine	GPE	384
russia	GPE	384
ukraine	GPE	384
ukraine	GPE	384
lugar	GPE	384
georgia	GPE	384
biol	GPE	384
london	GPE	384
maia sandu	PERSON	380
maia sandu	PERSON	380
eu	ORG	383
georgia	GPE	384
eastern europe	LOC	385
europeans	NORP	381
neonazis	NORP	381
russia	GPE	384
russian	NORP	381
ukraine	GPE	384
russia	GPE	384
russia	GPE	384
attack douma	PERSON	380
europe	LOC	385
russia	GPE	384
ukrainian	NORP	381
eu	ORG	383
ukraine	GPE	384
russia	GPE	384
conflict conflict donbas	EVENT	387
venezuela	GPE	384
eu	ORG	383
venezuela	GPE	384
eu	ORG	383
baltic	NORP	381
moscow	GPE	384
instagram	NORP	381
estonian	NORP	381
ukraine	GPE	384
moscow	GPE	384
ukraine	GPE	384
ukrainian tv channel broadcasting belarus	ORG	383
ukrainian tv	ORG	383
svetlana alexievich	PERSON	380
nobel prize	WORK_OF_ART	388
europe	LOC	385
washington	GPE	384
venezuelan	NORP	381
washington	GPE	384
venezuelan	NORP	381
washington	GPE	384
venezuelan	NORP	381
russia	GPE	384
europe	LOC	385
europe	LOC	385
red army	ORG	383
poland	GPE	384
